id,comentario,clasificacion
135,"Quiero descargar la app pero me sale."" Por motivos de seguridad yape no puede ser utilizado en dispositivos que hayan obtenido privilegios de administrador"" y estoy leyendo muchos reclamos de personas que ya lo descargaron y les esta fallando.. y nadie va a dar una respuesta??? En verdad son unos irresponsables. Que molesto todo esto..solucionen el problema o sino eliminen ese aplicativo..🤬🤬🤬",relevante
136,Realmente pésimo muy pésimo. Me piden token digital me llega el mensaje Ami celular y ingreso los dígitos y vuelve a salir otra ves ingresé token digital . Realmente la aplicación anterior no era así es realmente incómodo está situación . Creo que es hora de cambiar de banco,relevante
137,te manda actualizar cada cierto tiempo,no_relevante
138,Cuando quiero realizar una transacción me qide código de verificación que llegó a mi correo Y nunca llega el codigo Es un fastidio,relevante
139,"No permite usar el inicio y pagos con huella digital, desde la última actualización borró todo los pagos frecuentes y no permite usar huella digital.",relevante
140,"La app pésimo, arreglen por favor no me deja ingresar en las características, esta congelada, solucionen ppr favor, llevo mas de un mes con ese problema, espere pensando que lo solucionarían pero hasta ahora nada. Otra vez sigue con la misma cosa pésimo app, solucionen por favor, se quedó congelado",no_relevante
141,"Crei que yo era la unica , pero veo que hay muchas personas quejandose de la app Hace dos dias no puedo ingresar . A alguien mas le pasa que despues de ingresar la contraseña les aparece un cuadro que dice : USUARIO BLOQUEADO ??? . Pues eso me pasa al intentar abrir la app. Intento cambiar la contraseña y a mitad de proceso se congela y ya no avanza.P E S I M O en serio, Puedo ser víctima de robo cibernético y ni cuenta me doy. Luego falabella se hace el co y adivinen quien paga todo el robo??",relevante
142,"Una verdadera porquería, todos los días me aparece que algo salió mal con la app y hay que desinstalar y volver a instalar. Pérdida de tiempo total porque hay que iniciar otra vez y estoy queriendo comprar algo dejándome en ridículo frente a la tienda. Aparte que ahora están bombardeando de publicidad de sus seguros, no será que esas ""fallas"" son para que compremos sus seguros ? Yape, allá voy.",no_relevante
143,buena app,no_relevante
144,"Deben mejorar la aplicación, siempre se cuelga cuando haces envios llega el código de verificación pero se queda congelada la aplicación y nunca sabes si se envió o llego a su destino y genera desconfianza de saber si llego o no, o si se envió dos veces, esta pésima la aplicación, hagan algo urgente de una buena vez, malisimo, mala experiencia",relevante
145,"Por favor arreglen el problema de conexión de esta app, ayer hice un yape por medio de plin y me salia error de conexión cuando el yape si se había efectuado y no me dejaba hacer captura de pantalla a los movimientos para enviarle al destinatario que si se me había hecho el cobro. Me paso la otra vez que me salia error de coneccion y el plin se hizo 5 veces, arreglen ese error por favor, lo peor que ya no deja tomar captura de pantalla a los movimientos 😡",relevante
146,"La actualización y presentación de la aplicación es amigable pero tiene una dificultad con respecto a la clave digital ya que comprendo que lo pida por seguridad para alguna transacción, pero para iniciar sesión ya no debería pedirla, por algo uno ingresa la contraseña ya que deben considerar que fuera del país no vamos a recibir el mensaje de texto con la clave, es decir no podremos ni si quiera iniciar sesión en la aplicación. La respuesta de banca por teléfono es: ""usa la versión web"" lo cual no es una respuesta adecuada. Ya presenté un reclamo y espero que puedan solucionar ese detalle y piensen en la gente que viaja fuera del país!",no_relevante
147,"Tengo problema de reinstalación de la app. Debido a posible fraude con mi tarjeta de débito (en Banca Móvil) uds indicaron que bloquearían y que solicitara nueva tarjeta. En su oficina Iquitos me dieron nueva tarjeta y pedí que la registraran en mi Banca Móvil (celular). No pudieron hacerlo aparente por problemas de internet y me dijeron que más tarde lo intente yo. No pude abrir la app; la eliminé para volver a instalarla (Play Store) y sale ""pendiente"" indefinidamente y no la carga. Ayuda pfvr",no_relevante
148,"terrible hasta por un monto mínimo de 1 sol te pide la clave dinámica y nunca llega me hace pasar malos ratos, que sucede con los ing de sistemas terrible situación",relevante
149,se cae a cada rato pésimo servicio me cambiare,no_relevante
150,Me salio un mensaje en pantalla de pago automatico y cuando quise hacer una captura de pantalla delize el dedo para eliminar la notificacion invasiva y perdi la oportunidad de enviar constancia de pago,no_relevante
151,Pronto se instalara y ya pasaron 3horas,no_relevante
152,"Pésima actualización, para cada Nueva transferencia te pide el token nuevo que solo dura unos segundos y es molestoso porque si quieres hacer varias transferencias tienes que salir y entrar y memorizar el número nuevo de token y es un fantidio, aparte que está lenta ,pésimo trabajo el equipo de soporte.",relevante
153,"Terrible experiencia, no me manda la clave dinámica en más 10 minutos y cuando llega ya expiró el código, llevo más de 5 días así, no puedo usar mi dinero por plin, pésima aplicación",relevante
154,Quiero saber si an actualizado la app por qué no me permite entrar diciendo que hay una nueva versión,no_relevante
155,"Totalmente con la actualización no se puede hacer nada con la aplicación, no puedo hacer movimientos.. nunca llega la clave dinámica, prácticamente tengo que ir a un agente para poder hacer un retiro y poder pagar algún servicio porque no funciona, lo cual se me hace una pérdida de tiempo",relevante
156,"Muy pésimo la aplicación al momento de vincular el dispositivo con la Clave Dinámica Digital, no llega el SMS del código que envían al número de celular. Por favor arreglen este problema.",no_relevante
157,"Actualicé la app hace 3 días, cuando vuelvo a usarla me pide actualizar de nuevo.. Tantas actualizaciones en menos de un mes?",no_relevante
158,"Tiene error con generar la clave, es una perdida de tiempo esta app mediocre",relevante
159,Hasta las wevas esta app tanto me hacen para descargar para que al final me. Digan que no puedo acceder que pena... Ahora como. Cojinoba tengo que irme hasta un cajero que esta como a 10 cuadras gracias por nada Nota.: dejen que al menos de la. Página ingre y no estar mandame a la app,no_relevante
160,"últimamente está fallando mucho!!!!! no me ha permitido hacer plineos ni pagos ni transferencias y hoy, ni siquiera puedo ingresar!!!!!! Tienen que solucionarlo pq sino, es imposible llevar un adecuado control de los gastos ni mucho menos.",relevante
161,"Es horrible la app, no te llega a tiempo los mensajes de codigo de verificación, demora una eternidad y cuando llegan el sistema dice que ya caduco, horrible hacer las transacciones via esta app. Igual para ingresar a veces tira error cuando ingresas todos los datos bien, luego salen con que cumpliste tres intentos y te bloquea un dia entero, es un infierno, tienen desarroladores nivel coquito creo. Antes era mejor la banca movil.",relevante
162,me gusta la app pero el plim funciona muy lento. sería genial poder usar plim sin necesidad de entrar al banco y tener que esperar que avance,no_relevante
163,"se está haciendo muy lento , y aveces las funciones no funcionan",no_relevante
164,malísima la app no deja afiliarte a Plim ya estoy haci dos meses y no actualizan si app ya llevo trabajando con este banco casi un año y jamás había tenido este problema deberían solucionarlo le doy una estrella,no_relevante
165,"Pésimo el aplicativo, no me permite registrar mi usuario. Cuando quiero activar mi clave digital el sistema me responde que no cuenta con la solicitud de cuenta AFP. Señores desarrolladores movil, cuando quieran cambiar una versión, que sea por algo mejor; de lo contrario vuelvan a la versión anterior, se supone que ustedes manejan Git, es fácil volver a lo anterior. Esta versión es una porquería. Imiten o copien del aplicativo del Interbank, que hasta el momento es la mejor de todas.",relevante
166,"Cuando quiero entrar, dice hubo un error en la aplicacion intentelo mas tarde, y esto es repetitivo, desesperante ya que tienes que entrar por la pagina web.",no_relevante
167,"está horrible, pero que antes. Demora en venir el codigo de verificación a la hora de plinear a alguien y a su vez viene infinidades de mensajes retrasados y repetitivos. NO SIRVE LA APLICACION PLIN",relevante
168,"Me ayuda a saber mi saldo; pero desde hace mucho tiempo me sale en ocasiones que hice 3 de intentos y está bloqueada mi cuenta, leo que no soy el único... Ya muy raro eso, además no está disponible en cualquier momento.",relevante
169,"Terrible, siempre falla cuando quiero hacer una transacción y me pide validar si se pagó o no... saben lo terrible que es eso para un cliente?¿ o para un vendedor que debe atender a más personas??? supuestamente permite agilizar el proceso de compra pero termina generando incomodidad al cliente y al vendedor, pésimo! por suerte, más establecimientos aceptan otros medios como plin y tunki, para que se acabe la mentira de Yape",relevante
170,Terrible que no configuración de ocultamiento avanzada es básico en cualquier app seria. Gracias.,relevante
171,Pucha piden clave de 6 digitos.... Pero me olvide..no puedo ni reiniciarlo o cerrar cuenta para entrar de nuevo... Deberia tener mas opciones...,relevante
172,No deseo actualizar porque la memoria del celular se recarga y no hay acceso al yape,no_relevante
173,Horrible visualizacion! cuando entro a ver detalles de un movimiento sale 'informacion no disponible',relevante
174,"Por favor corrijan el problema con el envío de la clave dinámica, se ha tardado hasta aún día tanto para transferir a celular como a cuenta interbancaria, ya vas más de una semana con este problema.",relevante
175,no suena el yape,no_relevante
176,"solo vengo a calificarlo porque me irrita que salga a cada rato el aviso ""quiere calificar?"" es molestoso",no_relevante
